danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id.1,uri,track_href,analysis_url,duration_ms,time_signature,popularity,artists,album-name,release-date,name,lyrics,perplexity,nll,vader_sentiment,song_length,genre,topic_modelling
0.637,0.556,7,-7.625,1,0.0352,0.262,0.000444,0.105,0.176,120.021,audio_features,1vZSnCXJtFGaCOfCWyXn0z,spotify:track:1vZSnCXJtFGaCOfCWyXn0z,https://api.spotify.com/v1/tracks/1vZSnCXJtFGaCOfCWyXn0z,https://api.spotify.com/v1/audio-analysis/1vZSnCXJtFGaCOfCWyXn0z,246653,4,46,Echosmith,Talking Dreams (Deluxe Edition),10/4/13,Tell Her You Love Her," Tell her a storyTell her the honest truthYou treat her betterMake sure to see it throughDon't be just everything she wantsBe everything she needsWhen she says she loves youTell her you love her tooOh ohOh oh oh oh ohOh ohOh oh oh oh ohGive her a reasonA reason to love all you doShe'll tell you secretsYou'll tell her secrets tooShe'll tell you all her hopes and dreamsYou'll tell them tooWhen she says she loves youTell her you love her tooTell her you love her too But don't you run away, run awayWhen you get tired'Cause this will slip away, slip awayAnd start a fireThat can never be put outOh, hurry, time is running outBut don't you run away, run awayBefore you tell her you love her",15.85982513,13.49379403,0.9929,1314,Rock,4
0.739,0.603,8,-7.097,1,0.149,0.173,6.82E-05,0.122,0.226,139.878,audio_features,6F1tS2yrJ8rnOzLe6yEvd9,spotify:track:6F1tS2yrJ8rnOzLe6yEvd9,https://api.spotify.com/v1/tracks/6F1tS2yrJ8rnOzLe6yEvd9,https://api.spotify.com/v1/audio-analysis/6F1tS2yrJ8rnOzLe6yEvd9,226393,4,0,KSI,Disstracktions - EP,9/29/17,Noob," The days have been so hard for meRaindrops been falling on my faceRaindrops been falling on my faceSometimes I feel like I'm in need of youThe nights have been so dark for meRaindrops been falling on my faceRaindrops been falling on my faceSometimes I feel like we had something true It's that stupid boy you love and hateAlways had our issues but then after we would fornicateBut then you'd cry cause I had to go and leave againAlways buzzing cause you never wanna lose a friendI know how much harder this whole thing was for youAnger frustration from you, wanting to go backTo the place where all the dreams would come trueAnd you never cared for the money or the fameAnd I did everything for you, you were my portrait on frameBut now it's all changed, all changedNow we're on our separate lanes, separate lanesGetting so emotional, when I start to think about itI don't wanna think about it cause I wanna be the tough guyThat don't care about that stuff, but I can'tTell you that I never really loved you but I can't, no I can'tNo I can't, say that stuff about you man this is so hardBut you know I gotta focus on the things I gotta do",27.24489784,16.46077649,-0.9791,2725,Hip hop,4
0.697,0.618,3,-5.355,0,0.0317,0.249,0,0.147,0.38,114.065,audio_features,4j87e6euMOfqjz6Ge2eBnh,spotify:track:4j87e6euMOfqjz6Ge2eBnh,https://api.spotify.com/v1/tracks/4j87e6euMOfqjz6Ge2eBnh,https://api.spotify.com/v1/audio-analysis/4j87e6euMOfqjz6Ge2eBnh,180640,4,70,SoMo,My Life II,9/11/15,You Can Buy Everything," You can buy everythingBut you can’t, you can’t buy loveYou can buy everythingBut you can’t, you can’t buy loveYou can buy everythingBut you can’t, you can’t buy loveYou can buy everythingBut you can’t, you can’t buy love I've seen a million dollars in my bankBut it don't mean nothing without youI've run a long timeI've run a long timeBeen feeling myself when I'm without you You can buy everythingBut you can’t, you can’t buy loveYou can buy everythingBut you can’t, you can’t buy loveYou can buy everythingBut you can’t, you can’t buy loveYou can buy everythingBut you can’t, you can’t buy love",3.930158377,6.732424199,0.9992,1677,Other,4
0.594,0.663,6,-7.588,1,0.0292,0.00512,0.123,0.162,0.806,111.123,audio_features,7KmawNv6JUgZ54gSyVF6VQ,spotify:track:7KmawNv6JUgZ54gSyVF6VQ,https://api.spotify.com/v1/tracks/7KmawNv6JUgZ54gSyVF6VQ,https://api.spotify.com/v1/audio-analysis/7KmawNv6JUgZ54gSyVF6VQ,182607,4,27,Mac DeMarco,Salad Days,4/1/14,Let Her Go, Tell her that you love herIf you really love herBut if your heart just ain't sureLet her know Growing by the hourLove just like a flowerBut when the flower diesYou've got to say goodbyeAnd let her go Let her goLet her go Tell her that you'll be thereIf you'll really be thereSeparation's supposed toMake the heart grow fondBut it don't So tell her that you love herIf you really love herBut if your heart just ain't sureLet her go,16.91739082,13.73766257,0.991,687,Other,4
0.572,0.418,0,-10.738,1,0.0349,0.635,0,0.0961,0.694,104.566,audio_features,6RrXd9Hph4hYR4bf3dbM6H,spotify:track:6RrXd9Hph4hYR4bf3dbM6H,https://api.spotify.com/v1/tracks/6RrXd9Hph4hYR4bf3dbM6H,https://api.spotify.com/v1/audio-analysis/6RrXd9Hph4hYR4bf3dbM6H,165000,4,0,The Temptations,The Temptations Sing Smokey,1/1/65,My Girl,"  I've got sunshine on a cloudy dayWhen it's cold outside, I've got the month of MayI guess you'd sayWhat can make me feel this way? My girl, my girl, my girlTalkin' 'bout my girl, my girl I've got so much honey, the bees envy meI've got a sweeter song than the birds in the treesWell, I guess you'd sayWhat can make me feel this way? My girl, my girl, my girlTalkin' 'bout my girl, my girl Ooh, oohHey, hey, heyOoh, oohHey, hey, heyOoh, ooh, yeah",9.62603569,11.24148381,0.9547,1060,Other,3
0.465,0.27,4,-16.661,1,0.0425,0.9,0.00104,0.145,0.58,94.518,audio_features,3QiAAp20rPC3dcAtKtMaqQ,spotify:track:3QiAAp20rPC3dcAtKtMaqQ,https://api.spotify.com/v1/tracks/3QiAAp20rPC3dcAtKtMaqQ,https://api.spotify.com/v1/audio-analysis/3QiAAp20rPC3dcAtKtMaqQ,129173,4,73,Elvis Presley,Elvis' Christmas Album,10/15/57,Blue Christmas," I'll have a blue Christmas without you I'll be so blue just thinking about you Decorations of red on a green Christmas tree Won't be the same dear, if you're not here with me  And when those blue snowflakes start fallin' That's when those blue memories start callin' You'll be doin' all right, with your Christmas of white But I'll have a blue, blue, blue, blue Christmas    You'll be doin' all right, with your Christmas of white But I'll have a blue, blue, blue, blue Christmas ",15.1117115,13.14287602,0.2023,718,Rock,1
0.588,0.867,0,-5.403,0,0.0304,0.0902,1.06E-05,0.157,0.528,105.976,audio_features,0zHwzOAeXZkLfZGdclqAJ6,spotify:track:0zHwzOAeXZkLfZGdclqAJ6,https://api.spotify.com/v1/tracks/0zHwzOAeXZkLfZGdclqAJ6,https://api.spotify.com/v1/audio-analysis/0zHwzOAeXZkLfZGdclqAJ6,286987,4,0,Hikaru Utada,HEART STATION,3/19/08,Flavor Of Life,Japaneseありがとう、と君に言われるとなんだかせつないさようならの後も解けぬ魔法淡くほろ苦いThe flavor of life友達でも恋人でもない中間地点で収穫の日を夢見てる 青いフルーツあと一歩が踏み出せないせいでじれったいのなんのってbabyありがとう、と君に言われるとなんだかせつないさようならの後も解けぬ魔法淡くほろ苦いThe flavor of life甘いだけの誘い文句味っけの無いトークそんなものには興味をそそられない思い通りにいかない時だって人生捨てたもんじゃないって,12.03830147,12.35466944,0,575,Other,2
0.577,0.922,0,-4.344,1,0.0486,0.000947,0,0.167,0.804,95.619,audio_features,7e48iumq9x9196qliMRwU8,spotify:track:7e48iumq9x9196qliMRwU8,https://api.spotify.com/v1/tracks/7e48iumq9x9196qliMRwU8,https://api.spotify.com/v1/audio-analysis/7e48iumq9x9196qliMRwU8,171120,4,0,blink-182,Greatest Hits (Explicit Version),11/1/05,First Date," In the car, I just can't waitTo pick you up on our very first dateIs it cool if I hold your hand?Is it wrong if I think it's lame to dance?Do you like my stupid hair?Would you guess that I didn't know what to wear?I'm too scared of what you thinkYou make me nervous, so I really can't eat Let's go, don't wait, this night's almost overHonest, let's make this night last foreverForever and ever, let's make this last foreverForever and ever, let's make this last forever When you smile, I melt insideI'm not worthy for a minute of your timeI really wish it was only me and youI'm jealous of everybody in the roomPlease don't look at me with those eyesPlease don't hint that you're capable of liesI dread the thought of our very first kissA target that I'm probably gonna miss",19.46114731,14.53764526,0.7711,1415,Rock,4
0.463,0.815,0,-6.557,1,0.0408,0.0119,0.0859,0.198,0.616,111.45,audio_features,2jjFE3NB1ZBJeFafxvjcue,spotify:track:2jjFE3NB1ZBJeFafxvjcue,https://api.spotify.com/v1/tracks/2jjFE3NB1ZBJeFafxvjcue,https://api.spotify.com/v1/audio-analysis/2jjFE3NB1ZBJeFafxvjcue,248747,4,34,Miike Snow,Miike Snow,1/1/09,Song For No One, I met you on the palisadesThe sun was spilling keroseneBut I was feeling wide awakeGirl you can be so obsceneWhen you sang a lullabyA missionary called your nameYou disappeared and hopped a flightFor the Serengeti plain Tell everyone you knowOpen up the doorTell everyone you knowOpen up the door When your love has goneYou carry onThis is her songThis is a song for no oneThis is a song for no one I think I own a photographThat shows her in the freezing rainWith the Italians on the bankThey know how to entertainA string of pearls behind your headA music box to catch your tearsNow call your mother in L.AShe hasn't heard your voice in years,65.12432098,20.60307085,-0.9325,1248,Rock,4
0.768,0.912,0,-5.025,1,0.0839,0.399,0.000145,0.196,0.645,139.16,audio_features,2X0qcU9gIs4UkovtlS6RMn,spotify:track:2X0qcU9gIs4UkovtlS6RMn,https://api.spotify.com/v1/tracks/2X0qcU9gIs4UkovtlS6RMn,https://api.spotify.com/v1/audio-analysis/2X0qcU9gIs4UkovtlS6RMn,190427,4,37,Jack Johnson,From Here To Now To You,1/1/13,Shot Reverse Shot," Shot reverse shotLook what the other gotShot reverse shotLook what the other got Drop the anchor make it stopEdible digital clocksInfinity figure eightFigure out what you're notJunk-an a po, cut your lossCome to cut your corners offYou're the rock and I'm the paperYou're the scissors I'm the rock Shot reverse shotLook what the other gotShot reverse shotLook what the other got Feel this storm go through my sailFollow someone else's trailCamera A, Camera BIn your home, on your TVHook me up, look in my eyesDilate do I surprise you?Watch me blush, blink sinkTrust in me so you don't have to think",74.85066223,21.13104389,-0.9254,1672,Other,4
0.678,0.619,4,-13.386,0,0.0266,0.114,0.005,0.0609,0.803,105.577,audio_features,4tSZr210OTY6upjNYfEYUI,spotify:track:4tSZr210OTY6upjNYfEYUI,https://api.spotify.com/v1/tracks/4tSZr210OTY6upjNYfEYUI,https://api.spotify.com/v1/audio-analysis/4tSZr210OTY6upjNYfEYUI,239307,4,51,Tom Petty,Full Moon Fever,1/1/89,A Face In The Crowd," Before all of this ever went downIn another place, another town You were just a face in the crowdYou were just a face in the crowdOut in the street, walking aroundA face in the crowd Out of a dream, out of the skyInto my heart, into my life And you were just a face in the crowdYou were just a face in the crowdOut in the street, thinking out loudA face in the crowd Out of a dream, out of the skyInto my heart, into my life And you were just a face in the crowdYou were just a face in the crowdOut in the street, walking aroundA face in the crowd",4.916711807,7.904212911,0.4588,716,Country,4
0.587,0.622,4,-5.535,1,0.0303,0.0927,0.000636,0.2,0.231,107.943,audio_features,11EX5yhxr9Ihl3IN1asrfK,spotify:track:11EX5yhxr9Ihl3IN1asrfK,https://api.spotify.com/v1/tracks/11EX5yhxr9Ihl3IN1asrfK,https://api.spotify.com/v1/audio-analysis/11EX5yhxr9Ihl3IN1asrfK,277573,4,71,Lady A,Need You Now,1/1/10,Need You Now," ""Hey, sorry I missed your call, just leave a message after the beep""""Hey, yeah, it's me, just been thinking about everything tonight and I don't know. I just miss you so muchGive me a call back if you can?"" Picture perfect memoriesScattered all around the floorReachin' for the phone 'cause I can't fight it anymore And I wonder if I ever cross your mindFor me, it happens all the time It's a quarter after one, I'm all alone and I need you nowSaid I wouldn't call, but I've lost all control and I need you nowAnd I don't know how I can do withoutI just need you now Another shot of whiskeyCan't stop lookin' at the doorWishing you'd come sweeping in the way you did before And I wonder if I ever cross your mindFor me, it happens all the time",23.24232292,15.64484886,-0.9374,1600,Country,4
0.664,0.79,4,-4.631,0,0.0303,0.368,6.27E-05,0.382,0.175,110.002,audio_features,42HGl10TZF0LLfLgMWNtfw,spotify:track:42HGl10TZF0LLfLgMWNtfw,https://api.spotify.com/v1/tracks/42HGl10TZF0LLfLgMWNtfw,https://api.spotify.com/v1/audio-analysis/42HGl10TZF0LLfLgMWNtfw,327853,4,42,The Wind and The Wave,Covers One,2/17/15,Edge of Seventeen," Just like the white winged dove sings a songSounds like she's singin'Whoo, baby, whoo, whooJust like the white winged dove sings a songSounds like she's singin'Whoo, baby, whoo, whoo And the days go byLike a strand in the windIn the web that is my ownI begin againSaid to my friend, babyNothin' else matteredHe was no moreThan a baby thenWell, he seemed broken heartedSomethin' within himBut the momentThat I first laidEyes on himAll alone on the edge of seventeen Just like the white winged dove sings a songSounds like she's singin'Whoo, baby, whoo, whooJust like the white winged dove sings a songSounds like she's singin'Whoo, baby, whoo, whoo",11.39085197,11.9010454,0.9986,2471,Folk,0
0.74,0.53,1,-8.644,0,0.278,0.0896,0,0.303,0.255,139.812,audio_features,0CatNULiPDGfflDdMODjDU,spotify:track:0CatNULiPDGfflDdMODjDU,https://api.spotify.com/v1/tracks/0CatNULiPDGfflDdMODjDU,https://api.spotify.com/v1/audio-analysis/0CatNULiPDGfflDdMODjDU,164469,4,58,Kevin Gates,By Any Means,3/18/14,Posed to Be in Love," Ho tell me the other day she sent a nigga to jailMan, I thought it was legal to beat yo ho, shit it's yo ho, fuck! Blowing up the phone, don't she see me calling herI whip up in the driveway, she done packed up all my stuffAnd I'm like what the fuck, can't even talk to herI ain't gon' lie this pussy good, it make me feel like stalkin' herWe supposed to be in love, we posed to be in loveWe supposed to be in love, till it ain't no breaking upAnd we supposed to be in love, till it ain't no breaking upAny way that we can talk about it, it ain't no walking outWe posed to be in love, Any way that we can talk aboutIt ain't no walking out, we posed to be in loveAny way that we can talk about it, ain't no walking outWe posed to be in love How the fuck is you, why the fuck is you falling all in yo feelings?No understanding I'm ignorantYou gonna probably say that I'm trippingThrow the left hand, you duck that oneThis right bitch won't miss youBeat a bitch like Chris Brown, go back to jail, no questionNo surrender, no retreat, park the whip, hop out on feetMe and her brother juuged togetherHe bet not get in my businessThis shit serious, if you with it, shit get injured, did I mention?How I'm rockin', you gon' pop me or it's back to penitentiary",35.05435181,17.67505655,0.9924,2431,Other,2
0.574,0.739,4,-5.745,0,0.0271,0.00152,0.000328,0.141,0.514,101.069,audio_features,1wlKw9NAWVWpx7OIAyg9EA,spotify:track:1wlKw9NAWVWpx7OIAyg9EA,https://api.spotify.com/v1/tracks/1wlKw9NAWVWpx7OIAyg9EA,https://api.spotify.com/v1/audio-analysis/1wlKw9NAWVWpx7OIAyg9EA,283027,3,66,Soundgarden,Superunknown (Deluxe Edition),3/9/94,Fell On Black Days," Whatsoever I feared has come to lightAnd whatsoever I've fought off became my lifeJust when every day seemed to greet me with a smileSunspots have faded, now I'm doin' time, now I'm doin' time 'Cause I fell on black daysI fell on black days Whomsoever I've cured, I've sickened nowAnd whomsoever I've cradled, I've put you downI'm a searchlight soul, they say, but I can't see it in the nightI'm only faking, when I get it right, when I get it right 'Cause I fell on black daysI fell on black days How would I know that this could be my fate?How would I know that this could be my fate? So what you wanted to see good has made you blindAnd what you wanted to be yours has made it mineSo don't you lock up somethin' that you wanted to see flyHands are for shaking, no, not tying, no, not tying",25.65472031,16.14638203,-0.9783,1318,Rock,2
0.451,0.615,5,-5.161,0,0.118,0.139,0,0.197,0.501,121.901,audio_features,2YCi9lbn6SErTcNExuyrpK,spotify:track:2YCi9lbn6SErTcNExuyrpK,https://api.spotify.com/v1/tracks/2YCi9lbn6SErTcNExuyrpK,https://api.spotify.com/v1/audio-analysis/2YCi9lbn6SErTcNExuyrpK,255200,4,40,Mutemath,Vitals,11/13/15,Used To, It felt like yesterdayWe were meant to stayLiving like nothing wrong could happenI still recall a timeYou were on my mindMonopolizing each and every secondFigured I should knowHow it’s got to go'Cause nothing is made to last foreverI’m hardly moving onThe proof in is in the songRemembering how I used to feel aliveI used to want toI used to be all rightI used to love you I used toNever feel like I do nowI used toNever feel like I do nowI used to walk on airI used to careI had no fear of fallingI used toNever feel like I do now,35.67909622,17.74043248,0.9914,1534,Rock,2
0.692,0.422,2,-10.533,1,0.0333,0.0811,0,0.0848,0.468,74.375,audio_features,2DjWsDGgL1xNbhnr7f6t5F,spotify:track:2DjWsDGgL1xNbhnr7f6t5F,https://api.spotify.com/v1/tracks/2DjWsDGgL1xNbhnr7f6t5F,https://api.spotify.com/v1/audio-analysis/2DjWsDGgL1xNbhnr7f6t5F,193120,4,72,Tracy Chapman,Tracy Chapman,4/5/88,Baby Can I Hold You," SorryIs all that you can't sayYears gone by and stillWords don't come easilyLike sorry, like sorry Forgive meIs all that you can't sayYears gone by and stillWords don't come easilyLike forgive me, forgive me But you can say babyBaby can I hold you tonightMaybe if I told you the right wordsAt the right timeYou'd be mine I love youIs all that you can't sayYears gone by and stillWords don't come easilyLike I love you, I love you",14.6564703,13.29655882,0.9431,775,Folk,0
0.468,0.58,7,-8.131,1,0.0278,0.34,0.821,0.0737,0.325,76.27,audio_features,4Do0rvtzKD267xvPCDxzl3,spotify:track:4Do0rvtzKD267xvPCDxzl3,https://api.spotify.com/v1/tracks/4Do0rvtzKD267xvPCDxzl3,https://api.spotify.com/v1/audio-analysis/4Do0rvtzKD267xvPCDxzl3,386760,4,0,Parquet Courts,Content Nausea,11/10/14,Uncast Shadow Of A Southern Myth," I’d seen the bloodlands of AntietamThe shotgun shack in TupeloBut a brick circumference left hollow by ShermanCrumbling before me how it moanedHis shape swallows my recollectionThat phantom silhouette impliedStrange fruit rotting from an airborne and hotter than hellIs this the king’s last man I’ve spied?I stood there beside my companionScratching a rumor he had heardDo you have a gun?What? He said, yeah, you mean this one?Straight down the barrel was his wordAnd I smelt the fumes he inhaled swiftlyEach word was hinged upon his chokeLike kudzu creeping up a state tree discretelyForever bending as it brokeAnd I heard the jangling keys of GracelandRing from his teeth stained brown from cokeDrunk and stumbling like a man of distinctionThey clamored shaking as he spoke",161.7240143,25.42945573,-0.9783,1683,Folk,2
0.566,0.885,8,-4.528,1,0.0818,0.0958,9.97E-05,0.334,0.304,90.99,audio_features,62ke5zFUJN6RvtXZgVH0F8,spotify:track:62ke5zFUJN6RvtXZgVH0F8,https://api.spotify.com/v1/tracks/62ke5zFUJN6RvtXZgVH0F8,https://api.spotify.com/v1/audio-analysis/62ke5zFUJN6RvtXZgVH0F8,232893,4,69,Paloma Faith,A Perfect Contradiction (Outsiders' Expanded Edition),3/10/14,Only Love Can Hurt Like This," I tell myself you don't mean a thingAnd what we got got no hold on meBut when you're not there I just crumbleI tell myself I don't care that muchBut I feel like I die 'till I feel your touch Only love, only love can hurt like thisOnly love can hurt like thisMust've been a deadly kissOnly love can hurt like this Say I wouldn't care if you walked awayBut every time you're there I'm begging you to stayWhen you come close I just trembleAnd every time, every time you goIt's like a knife that cuts right to my soul Only love, only love can hurt like thisOnly love can hurt like thisMust've been a deadly kissOnly love can hurt like thisOnly love can hurt like thisYour kisses burning to my skinOnly love can hurt like this",13.88734436,13.0775069,0.9992,1337,Other,4
0.323,0.976,0,-1.598,1,0.129,0.69,0.000211,0.794,0.396,95.883,audio_features,6fLDBnJDWsXwtFSxTC0I9N,spotify:track:6fLDBnJDWsXwtFSxTC0I9N,https://api.spotify.com/v1/tracks/6fLDBnJDWsXwtFSxTC0I9N,https://api.spotify.com/v1/audio-analysis/6fLDBnJDWsXwtFSxTC0I9N,110093,4,0,The White Stripes,White Blood Cells,7/3/01,Fell in Love with a Girl," Fell in love with a girlI fell in love once and almost completelyShe's in love with the worldBut sometimes, these feelings can be so misleadingShe turns and says, ""Are you alright?""I said, ""I must be fine 'cause my heart's still beating""""Come and kiss me by the riverside, yeahBobby says it's fine, he don't consider it cheating, now"" Red hair with a curlMello-Roll for the flavor, and the eyes were peepingCan't keep away from the girlThese two sides of my brain need to have a meetingCan't think of anything to do, yeahMy left brain knows that all love is fleetingShe's just looking for something new, yeahI said it once before, but it bears repeating now Ah, ahAh, ahAh, ahAh, ahCan't think of anything to do, yeahMy left brain knows that all love is fleetingShe's just looking for something newWell, I said it once before, but it bears repeating now",21.46390343,15.11283586,0.9971,1501,Rock,2
0.69,0.746,4,-3.617,1,0.0695,0.153,0,0.688,0.93,152.973,audio_features,0ps0uF60bpot8IiLqtM8Ns,spotify:track:0ps0uF60bpot8IiLqtM8Ns,https://api.spotify.com/v1/tracks/0ps0uF60bpot8IiLqtM8Ns,https://api.spotify.com/v1/audio-analysis/0ps0uF60bpot8IiLqtM8Ns,238893,4,16,Coheed and Cambria,Playlist: The Very Best Of Coheed and Cambria,10/11/11,Blood Red Summer," Faint white figures paint my sleepPlease don't tell my secrets, keep them hidden If the words that matter reach your face, from floorWill you be wondering if, or Does it cost me scarring if the words stay trueEven number your nephew?  And when the answer that you wantIs in the question that you stateCome what may, come what mayAnd when the answer that you wantIs in the question that you stateCome what may, come what may In a pain that buckles out your kneesCould you stop this if I plead? ",77.16598511,21.16292857,-0.7491,1623,Other,0
0.13,0.365,1,-8.393,0,0.0313,0.0931,0.0721,0.102,0.039,181.345,audio_features,5UJQ0Ht5Oh1O68pAXNbUk1,spotify:track:5UJQ0Ht5Oh1O68pAXNbUk1,https://api.spotify.com/v1/tracks/5UJQ0Ht5Oh1O68pAXNbUk1,https://api.spotify.com/v1/audio-analysis/5UJQ0Ht5Oh1O68pAXNbUk1,367160,4,52,Lifehouse,No Name Face,2000,Everything, Find me hereAnd speak to meI want to feel youI need to hear youYou are the lightThat's leading meTo the placeWhere I find peace againYou are the strengthThat keeps me walkingYou are the hopeThat keeps me trustingYou are the lightTo my soulYou are my purposeYou're everything How can I stand here with youAnd not be moved by you?Would you tell meHow could it beAny better than this?Yeah,18.86220169,14.06745027,0.9895,1566,Rock,4
0.873,0.922,1,-5.16,1,0.116,0.0833,0,0.0951,0.939,124.034,audio_features,0RnBwZ2XVFqISAzFgPWMAS,spotify:track:0RnBwZ2XVFqISAzFgPWMAS,https://api.spotify.com/v1/tracks/0RnBwZ2XVFqISAzFgPWMAS,https://api.spotify.com/v1/audio-analysis/0RnBwZ2XVFqISAzFgPWMAS,240206,4,19,Fatboy Slim,Where U Iz,5/12/17,Where U Iz,"Where u iz, is where it's atAnd you can't beat that with a batWhere u iz, is where it's atAnd you can't beat that with a baseball batWhere u iz, is where it's atAnd you can't beat that with a batWhere u iz, is where it's atAnd you can't beat that with a baseball batWhere u iz, is where it's atAnd you can't beat that with a batWhere u iz, is where it's atAnd you can't beat that with a baseball batWhere u iz, is where it's atAnd you can't beat that with a batWhere u iz, is where it's atAnd you can't beat that with a baseball batWhere u iz, is where it's atAnd you can't beat that with a batWhere u iz, is where it's atAnd you can't beat that with a baseball batWhere u iz, is where it's atAnd you can't beat that with a batWhere u iz, is where it's atAnd you can't beat that with a baseball batWhere u iz, is where it's atAnd you can't beat that with a bat",1.65723002,2.505928276,0,2812,Other,0
0.712,0.892,7,-3.554,0,0.0332,0.032,0,0.148,0.38,117.98,audio_features,3gx9sGz4yWczhfvt8i0MCK,spotify:track:3gx9sGz4yWczhfvt8i0MCK,https://api.spotify.com/v1/tracks/3gx9sGz4yWczhfvt8i0MCK,https://api.spotify.com/v1/audio-analysis/3gx9sGz4yWczhfvt8i0MCK,216440,4,0,Broiler,Undercover,6/9/17,Undercover," Take a minute, chill, stay on meLet the pressure be, rain on meI never had much but know I got enough to soothe you babyLeave the pain in the past I'm bringin' you back to the future baby Be my new religion, I can breathe in you bodyNo need for air, just be preparedI want you to drown me, I want you to drown meI want you to find me, I've already found you You're hiding undercover, undercoverI see you for who you areYou're the beauty in the darkUndercover, undercoverI see you for who you areYou're the beauty in the dark I'll strip you down, down, down, down, downI'll strip you down, down, down, down, downI'll strip you down, down, down, down, downI'll strip you down, down, down, down, down",12.54453278,12.44134623,0.9186,1922,Rock,3
0.641,0.686,0,-6.727,1,0.0261,0.053,5.05E-05,0.159,0.669,111.994,audio_features,2tZIVD0ZPxpsoFx7hvAjWh,spotify:track:2tZIVD0ZPxpsoFx7hvAjWh,https://api.spotify.com/v1/tracks/2tZIVD0ZPxpsoFx7hvAjWh,https://api.spotify.com/v1/audio-analysis/2tZIVD0ZPxpsoFx7hvAjWh,242587,4,49,Owl City,Ocean Eyes (Deluxe Version),1/1/09,The Saltwater Room," I opened my eyes last night and saw you in the low lightWalking down by the bay, on the shoreStaring up at the stars that aren't there anymoreI was feeling the night grow old and you were looking so coldSo like an introvert, I drew my over shirtAround my arms and began to shiver violently beforeYou happened to look and see the tunnels all around meRunning into the dark undergroundAll the subways around create a great soundTo my motion fatigue, farewell, with your ear to a seashellYou can hear the waves in underwater cavesAs if you actually were inside a saltwater room Time together is just never quite enoughWhen you and I are alone, I've never felt so at homeWhat will it take to make or break this hint of love?Only time, only time Can you believe that the crew has goneAnd they wouldn't let me sign on?All my islands have sunk in the deepSo I can hardly relax or even oversleepBut I feel warm with your hand in mineWhen we walk along the shorelineI guess we'll never know why sparrows love the snowWe'll turn out all of the lights and set this ballroom aglow",59.18744278,20.15370994,0.9977,1996,Rock,4
0.67,0.684,9,-6.053,0,0.401,0.311,0.000274,0.181,0.473,146.054,audio_features,5OzOQRssjhxaBj0xd78Z2w,spotify:track:5OzOQRssjhxaBj0xd78Z2w,https://api.spotify.com/v1/tracks/5OzOQRssjhxaBj0xd78Z2w,https://api.spotify.com/v1/audio-analysis/5OzOQRssjhxaBj0xd78Z2w,223347,4,45,A Tribe Called Quest,We got it from Here... Thank You 4 Your service,11/11/16,Solid Wall of Sound, Gonna hear electric music  Gonna hear electric music  Gonna hear electric musicSolid walls of soundSolid walls of sound Solid walls of sound Solid walls of sound Solid walls of sound Solid walls of sound Solid walls of sound Solid walls of sound Solid walls of sound Solid walls of sound  Solid walls of sound  Solid walls of sound  Solid walls of sound  ,6.239480972,9.032424672,0.9769,2735,Hip hop,3
0.498,0.936,11,-3.893,1,0.0974,0.000755,0,0.0473,0.609,171.083,audio_features,23ZqHhwq9pKqHlOhJGfnhQ,spotify:track:23ZqHhwq9pKqHlOhJGfnhQ,https://api.spotify.com/v1/tracks/23ZqHhwq9pKqHlOhJGfnhQ,https://api.spotify.com/v1/audio-analysis/23ZqHhwq9pKqHlOhJGfnhQ,195703,4,45,Good Charlotte,Awful Things,12/22/17,Awful Things," Bother me, tell me awful thingsYou know I love it when you do thatHelps me get through this without you Bother me, tell me awful thingsYou know I love it when you do thatHelps me get through this without youBother me, tell me awful thingsYou know I love it when you move that on meLove it when you do that on me You like attention, I find it obviousShe makes it obvious for meShe feels the tensionIt's just the two of us, it's just the two of us tonightBurn me down 'til I'm nothin' but memoriesI get it, girl  I get it, girlBurn me down 'til I'm nothin' but memoriesI get it, girl  I'm not the one Bother me, tell me awful thingsYou know I love it when you do thatHelps me get through this without youBother me, tell me awful thingsYou know I love it when you move that on meLove it when you do that on me",6.82765913,9.559171652,0.9863,1743,Rock,3
0.486,0.783,0,-7.108,1,0.0422,0.000608,0.00928,0.148,0.36,134.277,audio_features,4CC83eLJxiqe72rBwyaLOf,spotify:track:4CC83eLJxiqe72rBwyaLOf,https://api.spotify.com/v1/tracks/4CC83eLJxiqe72rBwyaLOf,https://api.spotify.com/v1/audio-analysis/4CC83eLJxiqe72rBwyaLOf,278133,4,0,Bush,Sixteen Stone,12/6/94,Everything Zen,"There must be something we can eatMaybe find another loverShould I fly to Los AngelesFind my asshole brotherMickey Mouse has grown up a cowDave's on sale againWe kissy kiss in the rear viewWe're so bored, you're to blameTry to see it once my wayEverything zen, everything zenI don't think soEverything zen, everything zenI don't think soRaindogs howl for the centuryA million dollars at stakeAs you search for your demigodAnd you fake with a saintThere's no sex in your violenceThere's no sex in your violenceThere's no sex in your violenceThere's no sex in your violence",48.04497528,18.80752537,-0.996,1259,Rock,2
